Scientific name	Authority	Status
Ploceus bertrandi	"(Shelley, 1893)"	R
Ploceus pelzelni	"(Hartlaub, 1887)"	R
Ploceus subpersonatus	"(Cabanis, 1876)"	R
Ploceus luteolus	"(Lichtenstein, 1823)"	R
Ploceus intermedius	"R�ppell, 1845"	R
Ploceus ocularis	"Smith, 1839"	R
Ploceus nigricollis	"(Vieillot, 1805)"	R
Ploceus melanogaster	"Shelley, 1887"	R
Ploceus alienus	"(Sharpe, 1902)"	R
Ploceus temporalis	"(Barboza du Bocage, 1880)"	R
Ploceus capensis	"(Linnaeus, 1766)"	R
Ploceus subaureus	"Smith, 1839"	R
Ploceus xanthops	"(Hartlaub, 1862)"	R
Ploceus princeps	"(Bonaparte, 1851)"	R
Ploceus aurantius	"(Vieillot, 1805)"	R
Ploceus bojeri	"(Cabanis, 1869)"	R
Ploceus castaneiceps	"(Sharpe, 1890)"	R
Ploceus xanthopterus	"(Finsch & Hartlaub, 1870)"	R
Ploceus castanops	"Shelley, 1888"	R
Ploceus burnieri	"Baker & Baker, 1990"	R
Ploceus galbula	"R�ppell, 1840"	R
Ploceus heuglini	"Reichenow, 1886"	R
Ploceus taeniopterus	"Reichenbach, 1863"	R
Ploceus vitellinus	"(Lichtenstein, 1823)"	R
Ploceus velatus	"Vieillot, 1819"	R
Ploceus velatus	"Vieillot, 1819"	NR
Ploceus katangae	"(Verheyen, 1947)"	R
Ploceus ruweti	"Louette & Benson, 1982"	R
Ploceus reichardi	"Reichenow, 1886"	R
Ploceus reichardi	"Reichenow, 1886"	NR
Ploceus cucullatus	"(M�ller, 1776)"	R
Ploceus grandis	"(Gray, 1844)"	R
Ploceus spekei	"(Heuglin, 1861)"	R
Ploceus spekeoides	"Grant & Mackworth-Praed, 1947"	R
Ploceus nigerrimus	"Vieillot, 1819"	R
Ploceus weynsi	"(Dubois, 1900)"	R
Ploceus golandi	"(Clarke, 1913)"	R
Ploceus melanocephalus	"(Linnaeus, 1758)"	R
Ploceus victoriae	"Ash, 1986"	NR
Ploceus dichrocephalus	"(Salvadori, 1896)"	R
Ploceus jacksoni	"Shelley, 1888"	R
Ploceus badius	"(Cassin, 1850)"	R
Ploceus rubiginosus	"R�ppell, 1840"	R
Ploceus aureonucha	"Sassi, 1920"	R
Ploceus tricolor	"(Hartlaub, 1854)"	R
Ploceus albinucha	"(Barboza du Bocage, 1876)"	R
Ploceus nelicourvi	"(Scopoli, 1786)"	R
Ploceus sakalava	"Hartlaub, 1861"	R
Ploceus benghalensis	"(Linnaeus, 1758)"	R
Ploceus manyar	"(Horsfield, 1821)"	R
Ploceus philippinus	"(Linnaeus, 1766)"	R
Ploceus hypoxanthus	"(Sparrman, 1788)"	R
Ploceus megarhynchus	"Hume, 1869"	R
Ploceus bicolor	"Vieillot, 1819"	R
Ploceus preussi	"(Reichenow, 1892)"	R
Ploceus dorsomaculatus	"(Reichenow, 1893)"	R
Ploceus nicolli	"Sclater, 1931"	R
Ploceus olivaceiceps	"(Reichenow, 1899)"	R
Ploceus insignis	"(Sharpe, 1891)"	R
Ploceus angolensis	"(Barboza du Bocage, 1878)"	R
Ploceus sanctithomae	"(Hartlaub, 1848)"	R
Ploceus superciliosus	"(Shelley, 1873)"	R
Ploceus flavipes	"Chapin, 1916"	R
Malimbus coronatus	"Sharpe, 1906"	R
Malimbus cassini	"(Elliot, 1859)"	R
Malimbus ballmanni	"Wolters, 1974"	R
Malimbus racheliae	"(Cassin, 1857)"	R
Malimbus scutatus	"(Cassin, 1849)"	R
Malimbus ibadanensis	"Elgood, 1958"	R
Malimbus erythrogaster	"Reichenow, 1893"	R
Malimbus nitens	"(Gray, 1831)"	R
Malimbus malimbicus	"(Daudin, 1802)"	R
Malimbus rubricollis	"(Swainson, 1838)"	R
Anaplectes rubriceps	"(Sundevall, 1850)"	R
Quelea cardinalis	"(Hartlaub, 1880)"	R
Quelea erythrops	"(Hartlaub, 1848)"	R
Quelea quelea	"(Linnaeus, 1758)"	R
Foudia madagascariensis	"(Linnaeus, 1766)"	R
Foudia bruante	"Muller, no year given"	NR
Foudia eminentissima	"Bonaparte, 1851"	R
Foudia eminentissima	"Bonaparte, 1851"	NR
Foudia omissa	"Rothschild, 1912"	R
Foudia rubra	"(Gmelin, 1789)"	R
Foudia sechellarum	"Newton, 1865"	R
Foudia flavicans	"Newton, 1865"	R
Brachycope anomala	"(Reichenow, 1887)"	R
Euplectes afer	"(Gmelin, 1789)"	R
Euplectes diadematus	"Fischer & Reichenow, 1878"	R
Euplectes gierowii	"Cabanis, 1880"	R
Euplectes hordeaceus	"(Linnaeus, 1758)"	R
Euplectes franciscanus	"(Isert, 1789)"	R
Euplectes orix	"(Linnaeus, 1758)"	R
Euplectes nigroventris	"Cassin, 1848"	R
Euplectes aureus	"(Gmelin, 1789)"	R
Euplectes capensis	"(Linnaeus, 1766)"	R
Euplectes axillaris	"(Smith, 1838)"	R
Euplectes macroura	"(Gmelin, 1789)"	R
Euplectes albonotatus	"(Cassin, 1848)"	R
Euplectes ardens	"(Boddaert, 1783)"	R
Euplectes hartlaubi	"(Barboza du Bocage, 1878)"	R
Euplectes psammocromius	"(Reichenow, 1900)"	R
Euplectes progne	"(Boddaert, 1783)"	R
Euplectes jacksoni	"(Sharpe, 1891)"	R
Parmoptila rubrifrons	"(Sharpe & Ussher, 1872)"	NR
Parmoptila rubrifrons	"(Sharpe & Ussher, 1872)"	R
Parmoptila jamesoni	"(Shelley, 1890)"	R
Parmoptila woodhousei	"Cassin, 1859"	R
Nigrita fusconotus	"Fraser, 1843"	R
Nigrita bicolor	"(Hartlaub, 1844)"	R
Nigrita luteifrons	"Verreaux & Verreaux, 1851"	R
Nigrita canicapillus	"(Strickland, 1841)"	R
Nesocharis shelleyi	"Alexander, 1903"	R
Nesocharis ansorgei	"(Hartert, 1899)"	R
Nesocharis capistrata	"(Hartlaub, 1861)"	R
Pytilia lineata	"Heuglin, 1863"	NR
Pytilia phoenicoptera	"Swainson, 1837"	NR
Pytilia phoenicoptera	"Swainson, 1837"	R
Pytilia afra	"(Gmelin, 1789)"	R
Pytilia melba	"(Linnaeus, 1758)"	R
Pytilia hypogrammica	"Sharpe, 1870"	R
Amadina fasciata	"(Gmelin, 1789)"	R
Amadina erythrocephala	"(Linnaeus, 1758)"	R
Mandingoa nitidula	"(Hartlaub, 1865)"	R
Cryptospiza reichenovii	"(Hartlaub, 1874)"	R
Cryptospiza salvadorii	"Reichenow, 1892"	R
Cryptospiza jacksoni	"Sharpe, 1902"	R
Cryptospiza shelleyi	"Sharpe, 1902"	R
Pyrenestes sanguineus	"Swainson, 1837"	R
Pyrenestes ostrinus	"(Vieillot, 1805)"	R
Pyrenestes minor	"Shelley, 1894"	R
Spermophaga poliogenys	"Ogilvie-Grant, 1906"	R
Spermophaga haematina	"(Vieillot, 1805)"	R
Spermophaga ruficapilla	"(Shelley, 1888)"	R
Clytospiza monteiri	"Hartlaub, 1860"	R
Hypargos niveoguttatus	"(Peters, 1868)"	R
Hypargos margaritatus	"(Strickland, 1844)"	R
Euschistospiza dybowskii	"(Oustalet, 1892)"	R
Euschistospiza cinereovinacea	"(Sousa, 1889)"	R
Lagonosticta rufopicta	"(Fraser, 1843)"	R
Lagonosticta rufopicta	"(Fraser, 1843)"	NR
Lagonosticta nitidula	"Hartlaub, 1886"	R
Lagonosticta senegala	"(Linnaeus, 1766)"	R
Lagonosticta rara	"(Antinori, 1864)"	R
Lagonosticta rubricata	"(Lichtenstein, 1823)"	R
Lagonosticta rubricata	"(Lichtenstein, 1823)"	NR
Lagonosticta landanae	"Sharpe, 1890"	R
Lagonosticta virata	"Bates, 1932"	R
Lagonosticta umbrinodorsalis	"Reichenow, 1910"	NR
Lagonosticta rhodopareia	"(Heuglin, 1868)"	NR
Lagonosticta rhodopareia	"(Heuglin, 1868)"	NR
Lagonosticta rhodopareia	"(Heuglin, 1868)"	R
Lagonosticta sanguinodorsalis	"Payne, 1998"	R
Lagonosticta vinacea	"(Hartlaub, 1857)"	NR
Lagonosticta larvata	"(R�ppell, 1840)"	NR
Lagonosticta larvata	"(R�ppell, 1840)"	R
Uraeginthus angolensis	"(Linnaeus, 1758)"	R
Uraeginthus bengalus	"(Linnaeus, 1766)"	R
Uraeginthus cyanocephalus	"(Richmond, 1897)"	R
Uraeginthus ianthinogaster	"Reichenow, 1879"	R
Uraeginthus granatinus	"(Linnaeus, 1766)"	R
Estrilda caerulescens	"(Vieillot, 1817)"	R
Estrilda perreini	"(Vieillot, 1817)"	R
Estrilda thomensis	"Sousa, 1888"	R
Estrilda quartinia	"Bonaparte, 1851"	NR
Estrilda melanotis	"(Temminck, 1823)"	NR
Estrilda melanotis	"(Temminck, 1823)"	R
Estrilda poliopareia	"Reichenow, 1902"	R
Estrilda paludicola	"Heuglin, 1863"	NR
Estrilda paludicola	"Heuglin, 1863"	NR
Estrilda paludicola	"Heuglin, 1863"	R
Estrilda ochrogaster	"Salvadori, 1897"	NR
Estrilda melpoda	"(Vieillot, 1817)"	R
Estrilda rhodopyga	"Sundevall, 1850"	R
Estrilda rufibarba	"(Cabanis, 1851)"	R
Estrilda troglodytes	"(Lichtenstein, 1823)"	R
Estrilda astrild	"(Linnaeus, 1758)"	R
Estrilda astrild	"(Linnaeus, 1758)"	NR
Estrilda nigriloris	"Chapin, 1928"	R
Estrilda nonnula	"Hartlaub, 1883"	R
Estrilda kandti	"Reichenow, 1902"	NR
Estrilda atricapilla	"Verreaux & Verreaux, 1851"	NR
Estrilda atricapilla	"Verreaux & Verreaux, 1851"	R
Estrilda erythronotos	"(Vieillot, 1817)"	R
Estrilda charmosyna	"(Reichenow, 1881)"	R
Amandava amandava	"(Linnaeus, 1758)"	R
Amandava formosa	"(Latham, 1790)"	R
Amandava subflava	"(Vieillot, 1819)"	R
Ortygospiza atricollis	"(Vieillot, 1817)"	NR
Ortygospiza gabonensis	"Lynes, 1914"	NR
Ortygospiza atricollis	"(Vieillot, 1817)"	R
Ortygospiza locustella	"(Neave, 1909)"	R
Emblema pictum	"Gould, 1842"	R
Stagonopleura bella	"(Latham, 1801)"	R
Stagonopleura oculata	"(Quoy & Gaimard, 1830)"	R
Stagonopleura guttata	"(Shaw, 1796)"	R
Oreostruthus fuliginosus	"(De Vis, 1897)"	R
Neochmia temporalis	"(Latham, 1801)"	R
Neochmia phaeton	"(Hombron & Jacquinot, 1841)"	R
Neochmia ruficauda	"(Gould, 1837)"	R
Neochmia modesta	"(Gould, 1837)"	R
Poephila personata	"Gould, 1842"	R
Poephila acuticauda	"(Gould, 1840)"	R
Poephila cincta	"(Gould, 1837)"	R
Taeniopygia guttata	"(Vieillot, 1817)"	R
Taeniopygia bichenovii	"(Vigors & Horsfield, 1827)"	R
Erythrura hyperythra	"(Reichenbach, 1863)"	R
Erythrura prasina	"(Sparrman, 1788)"	R
Erythrura viridifacies	"Hachisuka & Delacour, 1937"	R
Erythrura tricolor	"(Vieillot, 1817)"	R
Erythrura trichroa	"(Kittlitz, 1835)"	R
Erythrura coloria	"Ripley & Rabor, 1961"	R
Erythrura papuana	"Hartert, 1900"	R
Erythrura psittacea	"(Gmeliin, 1789)"	R
Erythrura pealii	"Hartlaub, 1852"	R
Erythrura cyaneovirens	"(Peale, 1848)"	R
Erythrura regia	"(Sclater, 1881)"	R
Erythrura kleinschmidti	"(Finsch, 1878)"	R
Erythrura gouldiae	"(Gould, 1844)"	R
Lonchura nana	"(Pucheran, 1845)"	R
Lonchura cantans	"(Gmelin, 1789)"	R
Lonchura malabarica	"(Linnaeus, 1758)"	R
Lonchura griseicapilla	"Delacour, 1943"	R
Lonchura cucullata	"(Swainson, 1837)"	R
Lonchura bicolor	"(Fraser, 1843)"	R
Lonchura nigriceps	"(Cassin, 1852)"	R
Lonchura fringilloides	"(Lafresnaye, 1835)"	R
Lonchura striata	"(Linnaus, 1766)"	R
Lonchura leucogastroides	"(Horsfield & Moore, 1856)"	R
Lonchura fuscans	"(Cassin, 1852)"	R
Lonchura molucca	"(Linnaeus, 1766)"	R
Lonchura kelaarti	"(Jerdon, 1863)"	R
Lonchura punctulata	"(Linnaeus, 1758)"	R
Lonchura leucogastra	"(Blyth, 1846)"	R
Lonchura tristissima	"(Wallace, 1865)"	R
Lonchura leucosticta	"(D'Albertis & Salvadori, 1879)"	R
Lonchura malacca	"(Linnaeus, 1766)"	NR
Lonchura malacca	"(Linnaeus, 1766)"	R
Lonchura atricapilla	"(Vieillot, 1807)"	R
Lonchura ferruginosa	"(Sparrman, 1789)"	R
Lonchura quinticolor	"(Vieillot, 1807)"	R
Lonchura pallidiventer	"Restall, 1995"	NR
Lonchura maja	"(Linnaeus, 1766)"	R
Lonchura pallida	"(Wallace, 1863)"	R
Lonchura grandis	"(Sharpe, 1882)"	R
Lonchura vana	"(Hartert, 1930)"	R
Lonchura caniceps	"(Salvadori, 1876)"	R
Lonchura nevermanni	"Stresemann, 1924"	R
Lonchura spectabilis	"(Sclater, 1879)"	R
Lonchura hunsteini	"(Finsch, 1886)"	R
Lonchura forbesi	"(Sclater, 1879)"	R
Lonchura nigerrima	"(Rothschild & Hartert, 1899)"	R
Lonchura flaviprymna	"(Gould, 1845)"	R
Lonchura castaneothorax	"(Gould, 1837)"	R
Lonchura stygia	"Stresemann, 1924"	R
Lonchura teerinki	"Rand, 1940"	R
Lonchura montana	"Junge, 1939"	R
Lonchura monticola	"(De Vis, 1897)"	R
Lonchura melaena	"(Sclater, 1880)"	R
Padda oryzivora	"(Linnaeus, 1758)"	R
Padda fuscata	"(Vieillot, 1817)"	R
Heteromunia pectoralis	"(Gould, 1841)"	R
Vidua chalybeata	"(M�ller, 1776)"	R
Vidua purpurascens	"(Reichenow, 1883)"	R
Vidua raricola	"Payne, 1982"	R
Vidua larvaticola	"Payne, 1982"	R
Vidua funerea	"(Tarragon, 1847)"	NR
Vidua funerea	"(Tarragon, 1847)"	R
Vidua camerunensis	"(Grote, 1922)"	R
Vidua nigeriae	"(Alexander, 1908)"	R
Vidua maryae	"Payne, 1982"	R
Vidua codringtoni	"(Neave, 1907)"	R
Vidua wilsoni	"(Hartert, 1901)"	R
Vidua macroura	"(Pallas, 1764)"	R
Vidua hypocherina	"Verreaux & Verreaux, 1856"	R
Vidua fischeri	"(Reichenow, 1882)"	R
Vidua regia	"(Linnaeus, 1766)"	R
Vidua orientalis	"Heuglin, 1871"	NR
Vidua paradisaea	"(Linnaeus, 1758)"	NR
Vidua paradisaea	"(Linnaeus, 1758)"	R
Vidua interjecta	"(Grote, 1922)"	R
Vidua togoensis	"(Grote, 1923)"	R
Vidua obtusa	"(Chapin, 1922)"	R
Anomalospiza imberbis	"(Cabanis, 1868)"	R
Prunella collaris	"(Scopoli, 1769)"	R
Prunella himalayana	"(Blyth, 1842)"	R
Prunella rubeculoides	"(Moore, 1854)"	R
Prunella strophiata	"(Blyth, 1843)"	R
Prunella montanella	"(Pallas, 1776)"	R
Prunella ocularis	"(Radde, 1884)"	R
Prunella fagani	"(Ogilvie-Grant, 1913)"	R
Prunella fulvescens	"(Severtsov, 1873)"	R
Prunella atrogularis	"(Br&t, 1844)"	R
Prunella koslowi	"(Przewalski, 1887)"	R
Prunella modularis	"(Linnaeus, 1758)"	R
Prunella rubida	"(Temminck & Schlegel, 1848)"	R
Prunella immaculata	"(Hodgson, 1845)"	R
Peucedramus taeniatus	"(Du Bus De Gisignies, 1847)"	R
Dendronanthus indicus	"(Gmelin, 1789)"	R
Motacilla alba	"Linnaeus, 1758"	NR
Motacilla alba	"Linnaeus, 1758"	R
Motacilla lugens	"Gloger, 1829"	NR
Motacilla yarrellii	"(Gould, 1837)"	NR
Motacilla personata	"(Gould, 1861)"	NR
Motacilla baicalensis	"Swinhoe, 1871"	NR
Motacilla ocularis	"Swinhoe, 1860"	NR
Motacilla leucopsis	"Gould, 1838"	NR
Motacilla alboides	"Hodgson, 1836"	NR
Motacilla subpersonata	"Meade-Waldo, 1901"	NR
Motacilla grandis	"Sharpe, 1885"	R
Motacilla madaraspatensis	"Gmelin, 1789"	R
Motacilla samveasnae	"Duckworth, Alstr�m, Davidson, Evans, et al., 2001"	R
Motacilla aguimp	"Dumont, 1821"	R
Motacilla capensis	"Linnaeus, 1766"	R
Motacilla flaviventris	"Hartlaub, 1860"	R
Motacilla citreola	"Pallas, 1776"	R
Motacilla werae	"(Buturlin, 1907)"	NR
Motacilla flava	"Linnaeus, 1758"	NR
Motacilla flava	"Linnaeus, 1758"	R
Motacilla flavissima	"Blyth, 1834"	NR
Motacilla iberiae	"E. Hartert, 1921"	NR
Motacilla cinereocapilla	"Savi, 1831"	NR
Motacilla leucocephala	"(Przevalski, 1887)"	NR
Motacilla lutea	"(S. G. Gmelin, 1774)"	NR
Motacilla thunbergi	"Billberg, 1828"	NR
Motacilla simillima	"E. Hartert, 1905"	NR
Motacilla taivana	"(Swinhoe, 1863)"	NR
Motacilla feldegg	"Michahelles, 1830"	NR
Motacilla tschutschensis	J.F. Gmelin (1789)	NR
Motacilla cinerea	"Tunstall, 1771"	R
Motacilla clara	"Sharpe, 1908"	R
Tmetothylacus tenellus	"(Cabanis, 1878)"	R
Macronyx croceus	"(Vieillot, 1816)"	R
Macronyx fuellebornii	"Reichenow, 1900"	R
Macronyx capensis	"(Linnaeus, 1766)"	R
Macronyx flavicollis	"R�ppell, 1840"	R
Macronyx ameliae	"de Tarragon, 1845"	R
Macronyx aurantiigula	"Reichenow, 1891"	R
Macronyx grimwoodi	"Benson, 1955"	R
Macronyx sharpei	"Jackson, 1904"	R
Anthus chloris	"Lichtenstein, 1842"	R
Anthus lineiventris	"Sundevall, 1851"	R
Anthus crenatus	"Finsch & Hartlaub, 1870"	R
Anthus cinnamomeus	"R�ppell, 1840"	NR
Anthus camaroonensis	"Shelley, 1900"	NR
Anthus richardi	"Vieillot, 1818"	NR
Anthus richardi	"Vieillot, 1818"	R
Anthus hoeschi	"Stresemann, 1938"	R
Anthus rufulus	"Vieillot, 1818"	R
Anthus novaeseelandiae	"(Gmelin, 1789)"	R
Anthus leucophrys	"Vieillot, 1818"	R
Anthus vaalensis	"Shelley, 1900"	R
Anthus longicaudatus	"Liversidge, 1996"	R
Anthus pallidiventris	"Sharpe, 1885"	R
Anthus melindae	"Shelley, 1900"	R
Anthus pseudosimilis	"Liversidge & Voelker, 2002"	NR
Anthus campestris	"(Linnaeus, 1758)"	R
Anthus godlewskii	"(Taczanowski, 1876)"	R
Anthus berthelotii	"Bolle, 1862"	R
Anthus bannermani	"Bates, 1930"	NR
Anthus latistriatus	"Jackson, 1899"	NR
Anthus nyassae	"Neumann, 1906"	NR
Anthus similis	"Jerdon, 1840"	NR
Anthus similis	"Jerdon, 1840"	R
Anthus brachyurus	"Sundevall, 1851"	R
Anthus caffer	"Sundevall, 1851"	R
Anthus sokokensis	"van Someren, 1921"	R
Anthus trivialis	"(Linnaeus, 1758)"	R
Anthus hodgsoni	"Richmond, 1907"	R
Anthus gustavi	"Swinhoe, 1863"	R
Anthus pratensis	"(Linnaeus, 1758)"	R
Anthus cervinus	"(Pallas, 1811)"	R
Anthus roseatus	"Blyth, 1847"	R
Anthus petrosus	"(Montagu, 1798)"	R
Anthus spinoletta	"(Linnaeus, 1758)"	R
Anthus rubescens	"(Tunstall, 1771)"	R
Anthus sylvanus	"(Blyth, 1845)"	R
Anthus nilghiriensis	"Sharpe, 1885"	R
Anthus correndera	"Vieillot, 1818"	R
Anthus antarcticus	"Cabanis, 1884"	R
Anthus spragueii	"(Audubon, 1844)"	R
Anthus furcatus	"Lafresnaye & d'Orbigny, 1837"	R
Anthus hellmayri	"Hartert, 1909"	R
Anthus bogotensis	"Sclater, 1855"	R
Anthus lutescens	"Pucherna, 1855"	R
Anthus chacoensis	"Zimmer, 1952"	R
Anthus nattereri	"Sclater, 1878"	R
Anthus gutturalis	"De Vis, 1894"	R
Fringilla coelebs	"Linnaeus, 1758"	R
Fringilla teydea	"Webb, Berthelot & Moquin-Tandon, 1841"	R
Fringilla montifringilla	"Linnaeus, 1758"	R
Serinus pusillus	"(Pallas, 1811)"	R
Serinus serinus	"(Linnaeus, 1766)"	R
Serinus syriacus	"Bonaparte, 1851"	R
Serinus canaria	"(Linnaeus, 1758)"	R
Serinus citrinella	(Pallas 1764)	NR
Serinus thibetanus	"(Hume, 1872)"	R
Serinus canicollis	"(Swainson, 1838)"	NR
Serinus canicollis	"(Swainson, 1838)"	R
Serinus flavivertex	"(Blanford, 1869)"	R
Serinus nigriceps	"R�ppell, 1840"	R
Serinus citrinelloides	"R�ppell, 1840"	R
Serinus citrinelloides	"R�ppell, 1840"	NR
Serinus frontalis	"Reichenow, 1904"	R
Serinus hypostictus	"(Reichenow, 1904)"	R
Serinus capistratus	"(Finsch & Hartlaub, 1870)"	R
Serinus koliensis	"Grant & Mackworth-Praed, 1952"	R
Serinus scotops	"(Sundevall, 1850)"	R
Serinus leucopygius	"(Sundevall, 1850)"	R
Serinus rothschildi	"(Ogilvie-Grant, 1902)"	R
Serinus flavigula	"Salvadori, 1888"	R
Serinus xanthopygius	"R�ppell, 1840"	NR
Serinus xanthopygius	"R�ppell, 1840"	R
Serinus xantholaemus	"Salvadori, 1896"	R
Serinus reichenowi	"Salvadori, 1888"	R
Serinus atrogularis	"(Smith, 1836)"	R
Serinus atrogularis	"(Smith, 1836)"	NR
Serinus citrinipectus	"Clancey & Lawson, 1960"	R
Serinus mozambicus	"(M�ller, 1776)"	R
Serinus donaldsoni	"Sharpe, 1895"	R
Serinus donaldsoni	"Sharpe, 1895"	NR
Serinus buchanani	"Hartert, 1919"	R
Serinus dorsostriatus	"Reichenow, 1887"	R
Serinus flaviventris	"(Swainson, 1828)"	R
Serinus sulphuratus	"(Linnaeus, 1766)"	R
Serinus albogularis	"(Smith, 1833)"	R
Serinus mennelli	"(Chubb, 1908)"	R
Serinus canicapillus	"(Du Bus De Gisignies, 1855)"	NR
Serinus gularis	"(Smith, 1836)"	NR
Serinus gularis	"(Smith, 1836)"	R
Serinus reichardi	"(Reichenow, 1882)"	R
Serinus tristriatus	"R�ppell, 1840"	R
Serinus menachensis	"Ogilvie-Grant, 1913"	R
Serinus menachensis	"Ogilvie-Grant, 1913"	NR
Serinus ankoberensis	"Ash, 1979"	R
Serinus striolatus	"(R�ppell, 1840)"	NR
Serinus striolatus	"(R�ppell, 1840)"	R
Serinus whytii	"Shelley, 1897"	NR
Serinus burtoni	"(Gray, 1862)"	R
Serinus burtoni	"(Gray, 1862)"	NR
Serinus rufobrunneus	"(Gray, 1862)"	R
Serinus melanochrous	"Reichenow, 1900"	R
Serinus leucopterus	"(Sharpe, 1871)"	R
Serinus totta	"(Sparrman, 1786)"	R
Serinus symonsi	"(Roberts, 1916)"	R
Serinus leucolaema	"(Sharpe, 1903)"	NR
Serinus alario	"(Linnaeus, 1758)"	NR
Serinus alario	"(Linnaeus, 1758)"	R
Serinus estherae	"(Finsch, 1902)"	R
Neospiza concolor	"(Barboza du Bocage, 1888)"	R
Linurgus olivaceus	"(Fraser, 1842)"	R
Rhynchostruthus socotranus	"Sclater & Hartlaub, 1881"	NR
Rhynchostruthus socotranus	"Sclater & Hartlaub, 1881"	R
Rhynchostruthus percivali	"Ogilvie-Grant, 1900"	R
Rhynchostruthus louisae	"Lort Phillips, 1897"	R
Carduelis chloris	"(Linnaeus, 1758)"	R
Carduelis sinica	"(Linnaeus, 1766)"	R
Carduelis spinoides	"Vigors, 1831"	R
Carduelis ambigua	"(Oustalet, 1896)"	R
Carduelis monguilloti	"(Delacour, 1926)"	R
Carduelis spinus	"(Linnaeus, 1758)"	R
Carduelis pinus	"(Wilson, 1810)"	R
Carduelis atriceps	"(Salvin, 1863)"	R
Carduelis spinescens	"(Bonaparte, 1851)"	R
Carduelis yarrellii	"(Audubon, 1839)"	R
Carduelis cucullata	"Swainson, 1820"	R
Carduelis crassirostris	"(Landbeck, 1877)"	R
Carduelis magellanica	"(Vieillot, 1805)"	R
Carduelis siemiradzkii	"(Berlepsch & Taczanowski, 1883)"	R
Carduelis olivacea	"(Berlepsch & Stolzmann, 1894)"	R
Carduelis notata	"Du Bus de Gisignies, 1847"	R
Carduelis barbata	"(Molina, 1782)"	R
Carduelis xanthogastra	"(Du Bus de Gisignies, 1855)"	R
Carduelis atrata	"Lafresnaye & d'Orbigny, 1837"	R
Carduelis uropygialis	"(Sclater, 1862)"	R
Carduelis tristis	"(Linnaeus, 1758)"	R
Carduelis psaltria	"(Say, 1823)"	R
Carduelis lawrencei	"Cassin, 1852"	R
Carduelis dominicensis	"(Bryant, 1868)"	R
Carduelis carduelis	"(Linnaeus, 1758)"	R
Carduelis citrinella	"(Pallas, 1764)"	R
Carduelis corsicana	"(Koenig, 1899)"	R
Carduelis flammea	"(Linnaeus, 1758)"	R
Carduelis flammea	"(Linnaeus, 1758)"	NR
Carduelis flammea	"(Linnaeus, 1758)"	NR
Carduelis cabaret	"(M�ller, 1776)"	NR
Carduelis hornemanni	"(Holb�ll, 1843)"	NR
Carduelis flavirostris	"(Linnaeus, 1758)"	R
Carduelis cannabina	"(Linnaeus, 1758)"	R
Carduelis yemenensis	"(Ogilvie-Grant, 1913)"	R
Carduelis johannis	"(Clarke, 1919)"	R
Leucosticte nemoricola	"(Hodgson, 1836)"	R
Leucosticte brandti	"Bonaparte, 1851"	R
Leucosticte arctoa	"(Pallas, 1811)"	R
Leucosticte tephrocotis	"(Swainson, 1832)"	R
Leucosticte atrata	"Ridgway, 1874"	R
Leucosticte australis	"Ridgway, 1873"	R
Leucosticte sillemi	"Roselaar, 1992"	R
Callacanthis burtoni	"(Gould, 1838)"	R
Rhodopechys sanguineus	"(Gould, 1838)"	NR
Rhodopechys sanguineus	"(Gould, 1838)"	R
Rhodopechys alienus	"Whitaker, 1897"	R
Eremopsaltria mongolicus	"(Swinhoe, 1870)"	R
Rhodopechys obsoletus	"(Lichtenstein, 1823)"	R
Bucanetes githagineus	"(Lichtenstein, 1823)"	R
Uragus sibiricus	"(Pallas, 1773)"	R
Urocynchramus pylzowi	"Przewalski, 1876"	R
Carpodacus rubescens	"(Blanford, 1872)"	R
Carpodacus nipalensis	"(Hodgson, 1836)"	R
Carpodacus purpureus	"(Gmelin, 1789)"	R
Carpodacus erythrinus	"(Pallas, 1770)"	R
Carpodacus cassinii	"Baird, 1854"	R
Carpodacus mexicanus	"(M�ller, 1776)"	R
Carpodacus pulcherrimus	"(Moore, 1856)"	R
Carpodacus eos	"(Stresemann, 1930)"	R
Carpodacus rodochroa	"Vigors, 1831"	R
Carpodacus vinaceus	"Verreaux, 1871"	R
Carpodacus edwardsii	"Verreaux, 1871"	R
Carpodacus synoicus	"(Temminck, 1825)"	R
Carpodacus roseus	"(Pallas, 1776)"	R
Carpodacus trifasciatus	"Verreaux, 1871"	R
Carpodacus rodopeplus	"(Vigors, 1831)"	R
Carpodacus thura	"Bonaparte & Schlegel, 1850"	R
Carpodacus rhodochlamys	"(Brandt, 1843)"	R
Carpodacus rubicilloides	"Przewalski, 1876"	R
Carpodacus rubicilla	"(G�ldenst�dt, 1775)"	R
Carpodacus puniceus	"(Blyth, 1845)"	R
Carpodacus roborowskii	"(Przewalski, 1887)"	R
Chaunoproctus ferreorostris	"(Vigors, 1828)"	R
Pinicola enucleator	"(Linnaeus, 1758)"	R
Pinicola subhimachala	"(Hodgson, 1836)"	R
Haematospiza sipahi	"(Hodgson, 1836)"	R
Loxia pytyopsittacus	"Borkhausen, 1793"	R
Loxia scotica	"Hartert, 1904"	R
Loxia curvirostra	"Linnaeus, 1758"	R
Loxia leucoptera	"Gmelin, 1789"	NR
Loxia leucoptera	"Gmelin, 1789"	R
Loxia megaplaga	"Riley, 1916"	R
Pyrrhula nipalensis	"Hodgson, 1836"	R
